,index,product_id,reviewer,reviewer_rank,specialist,user_score,on_off,review,help,year,month,day,ÀâÆ¼,Æ®·¯ºí,°¢Áú,ÄðÅæ,°Ç¼º,all,Åº·Â,¹Ì¹é,Áö¼º,¿úÅæ,¹Î°¨¼º,¾ÆÅäÇÇ,º¹ÇÕ¼º,¸ð°ø,ÁÖ¸§,ºí·¢Çìµå,´ÙÅ©¼­Å¬,º¸½À·Â,²öÀûÀÓ,Çâ,¹ß¸²¼º,Áö¼Ó·Â,¼¼Á¤·Â,ÀÚ±Øµµ
3728,3728,A000000125954,chlthd****,0,0,5,1,Çâ°í ÁÁ°í ¼øÇÑ°Å°°¾Æ¼­ ÁÁ¾Æ¿ä. °ÅÇ°µµ Àß ³ª¿É´Ï´Ù,1,2021,4,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,3
3729,3729,A000000125954,¼öºÎÁö¹Î°¨¿Õ,1395,0,5,0,"Á©Å¸ÀÔÀÌ³ª ¾×»ó Å¸ÀÔ °°Àº °æ¿ì¿¡´Â ¸ö¿¡ Á¦Ç°ÀÌ ³²À» °Å °°¾Æ¼­ °ÅÇ° Å¸ÀÔÀ» ¼±ÅÃÇß¾î¿ä! ¹«¾ùº¸´Ù °ÅÇ°ÀÌ ¹Ù·Î ³ª¿À´Ùº¸´Ï Æí¸®ÇÏ±âµµ ÇÏ±¸¿ä!

¼¼Á¤·ÂÀº ¸¶À½¿¡ µì´Ï´Ù! È®½ÇÈ÷ »ç¿ëÇÏ°í ³ª¸é °³¿îÇØ¿ä! 

ÇâÀº Á¶±Ý °­ÇÏ°Ô ³ª±äÇØ¼­ ¼ººÐÀÌ °ÆÁ¤µÇ±äÇÑµ¥, »ý¸®°¡ ÁøÇàµÉ ¶§¿¡´Â ¿ÀÈ÷·Á ÁÁÀº °Å °°±âµµ ÇÏ°í(?) ÀÏ´Ü ÇÇ ºñ¸°³»¸¦ È® Àâ¾ÆÁÝ´Ï´Ù!

³Ê¹« ÀÚÁÖ »ç¿ëÇÏ¸é ÁÁÁö ¾Ê´Ù°í ÇØ¼­ ÀÏÁ¤ÇÑ ÁÖ±â¸¦ µÎ°í »ç¿ëÇÏ°í ÀÖ´Âµ¥, ¿ë·®´ëºñ °¡°ÝÀÌ ³Ê¹« »ç¾ÇÇÑ °Å °°¾Æ¿ä ¤Ð¤Ð ÇÒÀÎ Çà»ç ¸¹ÀÌ ÇØÁáÀ¸¸é...! ¾Æ´Ï¸é ´ë¿ë·®ÀÌ¶óµµ Ãâ½ÃµÇ¾úÀ¸¸é ÁÁ°Ú½À´Ï´ç ¤»¤»¤» 

¿©¼º Ã»°áÁ¦ °£ÆíÇÏ°Ô »ç¿ëÇÏ°í ½ÍÀ¸½Å ºÐµéÀº ¿ÏÀü ÃßÃµÀÔ´Ï´Ù~! ¼¼»ó °£Æí!",1,2021,4,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,3,3
3730,3730,A000000125954,unii,0,0,5,1,"À¯¸ñ¹ÎÀÌ¾ú´Ù°¡ Á¤ÂøÇÑ ¿©¼ºÃ»°áÁ¦,,ÁøÂ¥ ¸î ³â µ¿¾È ²ÙÁØÈ÷ ¾²°í ÀÖ´Â Á¦Ç°ÀÌ¿¡¿ä??
ÀÏ´Ü °ÅÇ°Çü½ÄÀÌ¶ó´Â Á¡ÀÌ Àú¿¡°Ô´Â °¡Àå ¸¶À½¿¡ µå´Â ¿ä¼ÒÀÔ´Ï´Ù,,¾Æ¹«·¡µµ ¿©¼ºÃ»°áÁ¦´Ùº¸´Ï ¼øÇÏ°í ÃÖ´ëÇÑ ÀÚ±ØÀÌ ¾øÀ» Á¦Ç°À» Ã£°í ÀÖ¾ú´Âµ¥ °ÅÇ°ÀÌ ÁøÂ¥ ºÎµå·´°í ¸ù±Û¸ù±ÛÇØ¼­ ÇÇºÎ¿¡ ÀÚ±ØÀÌ ¾ø´Â °Í °°¾Æ¿ä!
Çâ °°Àº °æ¿ìµµ °­ÇÏÁöµµ ¾Ê°í ¾à°£ º£ÀÌºñÆÄ¿ì´õÇâ..?°°¾Æ¼­ °Å½½¸®Áöµµ ¾Ê´õ¶ó±¸¿ä?? ?? ?? 
¹«ÇâÀ» ÁÁ¾ÆÇÏ´Â ºÐµéÀÌ¶ó¸é ÇâÀÌ ÀÖ´Ù´Â Á¡¿¡¼­ ¸¶À½¿¡ ¾Èµå½Ç ¼öµµ ÀÖÀ» °Í °°¾Æ¿ä??
Àú´Â °°Àº À¯¸®¾ÆÁê ¿©¼ºÃ»°áÁ¦ Á©Å¸ÀÔµµ ½áºÃ´Âµ¥ °ÅÇ°À¸·Î »ç¿ëÇÏ´Â°Ô ÈÎ¾À ³ªÀº °Í °°´õ¶ó±¸¿ä µÑ Áß °í¹ÎÇÏ°í °è½Ã¸é °ÅÇ°À» ´õ ÃßÃµµå·Á¿ä,;!",1,2021,4,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,2,3
3731,3731,A000000125954,soul****,0,0,5,0,Çâ±â°¡ º£ÀÌºñ ÆÄ¿ì´õ ÇâÃ³·³ ¼øÇÑ ÇâÀÌ°í ¼¼Á¤ÈÄ Áß¼º¼¼Á¤Á¦ °°Àº ´À³¦ÀÔ´Ï´Ù. ÀÏÁÖÀÏ¿¡ ÇÑ¹ø ¶Ç´Â µÎ¹ø »ç¿ëÇØ ºÃ´Âµ¥ ÁÁ½À´Ï´Ù. ¹°ÀÌ³ª ºñ´©·Î ¼¼Á¤ÇÏ±â ÂóÂóÇß´Âµ¥ Ã»°á°ü¸®¿¡ µµ¿òÀÌ µË´Ï´Ù.,1,2021,4,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,3
3732,3732,A000000125954,tresor****,0,0,4,0,"Ã³À½¿£ ÇâÀÌ º°·Î´Ù »ý°¢Çß´Âµ¥ ½áº¸´Ï ÁÁ³×¿ä, ³¿»õµµ Àâ¾ÆÁÖ°í ³Ê¹« °³¿îÇÏ°í ÁÁ¾Æ¿ä. ¾ÆÀÌµé°ú °°ÀÌ ¾²°í ÀÖ´Âµ¥ ÁÁ¾Æ¿ä. Á©Å¸ÀÔº¸´Ù ÆûÅ¸ÀÔÀÌ ´õ °³¿îÇÑ°Å °°¾Æ¿ä.",1,2021,3,29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,3,2
3733,3733,A000000125954,Àº·¹¸ó,1477,0,5,0,"?? ÇÑ ÁÙ Æò ?? Æû Å¸ÀÔÀÇ Á¦Ç°À¸·Î ÀÚ±Ø ¾øÀÌ °ü¸® ÇÒ ¼ö ÀÖ¾î¼­ ÁÁ¾Ò´ø Á¦Ç°ÀÔ´Ï´Ù~

¸Å¹ø ´ëÇü¸¶Æ®¿¡¼­ ¿©¼ºÃ»°áÁ¦¸¦ ±¸¸ÅÇÏ´Ù°¡ Á» ´õ ¼øÇÏ°í ÁÁÀº Á¦Ç°À¸·Î ¹Ù²Ù°í ½Í¾î¼­ ¿Ã¸®ºê¿µ¿¡¼­ À¯¸®¾ÆÁê ¡°ÁøÇÇ ¸¶ÀÏµå Æû¡±À» ±¸ÀÔÇß½À´Ï´Ù!!

ÇâÀº ¹«Çâ¿¡ °¡±õ°í ÆûÅ¸ÀÔÀÇ ÇüÅÂ¿©¼­ ÀÚ±Ø¾øÀÌ ±ú²ýÇÏ°Ô °ü¸®ÇÒ ¼ö ÀÖ¾ú¾î¿ä!! ¾Æ¹«·¡µµ ¼ººÐÀÌ ÁÁ¾Ò´ø °ÍÀÌ Á¦Ç°À» ±¸¸ÅÇÏ°Ô µÈ °¡Àå Å« ÀÌÀ¯ÀÎ °Í °°¾Æ¿ä ¤¾ ±×¸®°í Á©Å¸ÀÔº¸´Ù´Â ÆûÅ¸ÀÔÀÌ ¾Ä¾î³»±âµµ Æí¸®Çß´ø °Í °°½À´Ï´Ù!!

Âü°í·Î ¿©¼ºÃ»°áÁ¦´Â ÀÏÁÖÀÏ¿¡ 2-3È¸ »ç¿ëÇÏ´Â °ÍÀÌ °¡Àå ÁÁ´Ù°í ÇÏ´Ï Âü°íÇÏ½Ã¸é ÁÁÀ» °Í °°¾Æ¿ä!!",1,2021,3,28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,3
3734,3734,A000000125954,dkal****,0,0,5,1,¿ø·¡ ¾²´øÁ¦Ç°ÀÌ¿¡¿ä Á© Å¸ÀÔº¸´Ù ¾²±âÆíÇÏÁö¸¸ ¾çÀÌ Á» ÀÛ°í ¾Æ³¦¾øÀÌ ÆÅÆÅ ½áÁø´Ù´Â ´ÜÁ¡ÀÌ ÀÖÁö¸¸ ±×¸¸Å­ ÆûÀÌ¶ó ÆíÇØ¿ä,1,2021,3,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,3
3735,3735,A000000125954,Âî´Ï·î,0,0,5,1,ÇâÀº º£ÀÌºñÆÄ¿ì´õ °°Àº ÇâÀÌ±¸ ¿ø·¡ ¹°·Î¸¸ ¾Ä°Å³ª ºñ´©·Î ¾Ä¾ú´Âµ¥ ÀÌÁ¦¼­¾ß ¿©¼ºÃ»°áÁ¦¾²´Â ÀÌÀ¯¸¦ ¾Ë°Ú³×¿© ¤Ð¤ÐÆûÇü½ÄÀÌ¶ó µû·Î °ÅÇ°¾È³»¼­ ÆíÇÏ°í ¾Ä°í ³ª¼­ ÀÚ±Øµµ ¾ø°í ³¿»õµµ ¾Ö±â¾Ö±âÇÑ ³¿»õ³ª¼­ ±âºÐÀÌ ÁÁ¾Æ¿ä!  ´Ù ¾²°í ³ª¸é ÀÌ°É·Î ´Ù½Ã Àç±¸¸ÅÇÒ²¨¿¡¿ä!,1,2021,3,18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,3
3736,3736,A000000125954,dbsgh****,0,0,5,0,ÆûÁ¦ÇüÀ¸·Î ³ª¿Í¼­ ÀÚ±Ø¾øÀÌ ¼¼Ã´ÇÒ¼öÀÖ¾î¼­ÁÁ¾Æ¿ä µ¥ÀÏ·Î»ç¿ëÇØµµ Æ®·¯ºíÀÌ³ª¹º°¡ ³ªÁö¾Ê¾Æ¼­ ÁÁ¾Æ¿ä,1,2021,3,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,2
3737,3737,A000000125954,´ó´óÀÌÁ¶¿Í,0,0,5,0,"´Ù¸¥ Á¦Ç° ¾²´Ù°¡ À¯¸®¾ÆÁê·Î µ¹¾Æ¿Ô½À´Ï´Ù

Å¸»ç Á© Å¸ÀÔ, Æû Å¸ÀÔ ½áº¸´Ù°¡
°á±¹Àº ´Ù½Ã À¯¸®¾ÆÁê ÁøÇÇ·Î µ¹¾Æ¿À°Ô µÇ³×¿ä

Æò¼Ò¿¡ ¼¼±Õ¼º Áú¿°Àº ¾ø¾î¼­ °¡·Á¿òÁõÀÌ³ª ³¿»õ´Â ¾È ³µÁö¸¸
³ÃÀÌ ¸¹Àº ÆíÀÌ°í »ý¸® ±â°£ ÀüÈÄ¿£ ²À ¼¼Á¤Á¦¸¦ »ç¿ëÇØ¿ä
»ý¸® Á÷ÈÄ¿¡´Â Àá½Ã °¡·Á¿òÁõµµ ÀÖ°í 
°¡²û »Ï·çÁö °°Àº °Ô ³¯ ¶§µµ ÀÖ¾î¿ä

¸ÅÀÏ »ç¿ëÇÏ´Â °Íµµ ¾È ÁÁ´Ù±æ·¡ ÀÏÁÖÀÏ¿¡ 1È¸³ª ¸¹¾Æ¾ß 2È¸ »ç¿ëÇÏ´Âµ¥
È®½ÇÈ÷ ÀÚ±Ø ¾øÀÌ ¼øÇÏ¸é¼­µµ °¡·Á¿òÁõÀÌ³ª »Ï·çÁö ³ª´Â °Ô ÀüÇô ¾ø¾î¿©
Á© Å¸ÀÔ ÁÁ¾ÆÇÏ´Âµ¥ ÆûÀ¸·Î ÇÑ ¹ø »çºÃ´õ´Ï ÀÌ°Íµµ ±¦Âú³×¿©
¸Å¿ì ÂËÂËÇÏ°í Æø½ÅÇÑ °ÅÇ°ÀÓ

Çâµµ ÆÄ¿ì´õ¸®ÇÑ ÇâÀÌ¶ó Á¦ ÃëÇâ...
²ÉÇâ±â³ª Çãºê °è¿­Àº ½È°Åµç¿ä¤Ð¤Ð
ÁúÀÌ ¸¹ÀÌ ¿¹¹ÎÇØÁö½Å ºÐµéÀº À¯¸®¾ÆÁê ÁøÇÇ ¶óÀÎ ²À ÇÑ¹ø ½áº¸¼¼¿ä ÁøÂ¥ ¼øÇÏ¸é¼­ ¼¼Á¤·Âµµ Á¶À½",1,2021,3,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,3
3738,3738,A000000125954,Dearblue,0,0,4,0,À¯¸®¾ÆÁê À¯¸íÅÛÀÎ ¸¸Å­ ¹Ï°í ±¸¸ÅÇÏ´Â Á¦Ç°ÀÔ´Ï´Ù~~!,1,2021,3,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,2,2
3739,3739,A000000125954,hihi07****,0,0,5,1,°ÅÇ°ÀÌ ³Ê¹« ºÎµå·´°í Çâµµ ³Ê¹« ÀºÀºÇÏ°í ±âºÐÀÌ ÁÁ¾Æ¿ä,1,2021,3,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1
3740,3740,A000000125954,shn****,0,0,5,0,"¿¹Àü¿¡ ½è´ø Á¦Ç°ÀÌ¾ú´Âµ¥ ÁÁ¾Ò´ø ±â¾ïÀÌ ÀÖ¾î¼­ ´Ù½Ã Àç±¸¸Å ÇØºÃ¾î¿ä! Àü¿¡ ½è´ø °Å´Â Á©Å¸ÀÔÀÌ¾î¼­ °ÅÇ°À» ³»¼­ »ç¿ëÇß¾î¾ß Çß´Âµ¥ ÀÌ°Ç ¾ÖÃÊ¿¡ ÆßÇÎÇÏ¸é  ¹Ù·Î °ÅÇ° ÇüÅÂ·Î ³ª¿Í¼­ µû·Î °ÅÇ°À» ³»Áö ¾Ê¾Æµµ µÅ¼­ ÁÁ´õ¶ó±¸¿© ¤¾¤¾
ÇâÀÌ ¿ø·¡´Â º£ÀÌºñÆÄ¿ì´õ ÇâÀÌ ³µ´ø°Å °°Àºµ¥ ÀÌÁ¨ ±×·± ÇâÀº ¾È³ª´Â°Å °°¾Æ¿©..!  ¾Æ¿¹ ¹«ÇâÀº ¾Æ´Ñ°Å °°Àºµ¥.. Èì Á¦°¡ ¸ø ¸Ã°í ÀÖ´Â°ÇÁö´Â ¸ð¸£°ÔÂî¸¸..¤¾¤¾¤¾ ¼¼Á¤·Âµµ ÁÁ°í ¼øÇØ¿ä! ¼øÇØ¼­ Á¤¸» ÁÁÀº°Å °°¾Æ¿ä ±×¸®°í ÆßÇÎ Çü½ÄÀÌ¶ó ±ò²ûÇÏ°Ô »ç¿ëÇÒ ¼ö ÀÖ¾î¼­ ÁÁÀº°Å °°¾Æ¿ä! ´Ù ¾²¸é ´Ù½Ã Àç±¸¸ÅÇÒ ÀÇ»ç ÀÖ½À´Ï´Ù~!",1,2021,3,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,3
3741,3741,A000000125954,okay****,0,0,5,0,"À¯¸®¾ÆÁÖ  Ã»°áÁ¦  Áß¿¡  Æû  Å¸ÀÔ¿¡  ÀÌ¹Ì  ³óµµ°¡  ´Ù  Á¶Àý  µÅ  ÀÖ´Â  Á¦Ç°ÀÌ¶ó¼­   ´õ  »ç¿ëÇÏ±â  ÆíÇÏ°í  ¼øÇÑ  ´À³¦ÀÔ´Ï´Ù!   ¿À·§µ¿¾È  À¯¸®¾ÆÁÖ  ÁøÇÇ¸¦  ½á¿Ô´Âµ¥  ÀÌ  ÆûÅ¸ÀÔÀÇ  Á¦Ç°ÀÌ  Á¤¸»  ¸¶À½¿¡  µé¾î¿ä.  
 ÀÌ¹ø  ±¸¸Åµµ  Àç±¸¸Å¸¦ ÇÑ  °Å±¸¿ä.   Ã³À½¿£  ÆßÇÎ  Å¸ÀÔÀÌ¶ó¼­  ÇÑ  ¹ø  ´©¸¦  ¶§¸¶´Ù  ³¶ºñ°¡  ¸¹Áö  ¾ÊÀ»±î  Çß´Âµ¥  ¿ÀÈ÷·Á  ÀÌ  ¹æ½ÄÀÌ  ´õ  ¾ç  Á¶ÀýÇÏ±â  ½±°í  Àý¾àµÇ°í  Æí¸®ÇÏ°í  ÁÁ¾Æ¿ä.  À§»ýÀûÀÌ±â±îÁö  ÇÕ´Ï´Ù.  ¾ÕÀ¸·Îµµ  ²ÙÁØÈ÷  ±¸¸ÅÇÒ  »ý°¢ÀÔ´Ï´Ù!   ÆÄ¿ì´õ¸®ÇÑ  Çâµµ  Á¤¸»  ÁÁ¾Æ¿ä.",1,2021,2,19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,3
3742,3742,A000000125954,tlsssk1****,0,0,5,0,"³Ê¹«ÁÁ½À´Ï´Ù
ÁöÀÎÀÌ À¯¸®¾ÆÁê °ÖÇüÅÂ¸¦ ¾²±æ·¡
½áºÃ´õ´Ï ÁÁ¾Æ¼­ Ã£¾Æº¸°í ±¸¸ÅÇß½À´Ï´ç.
Àúµµ Ã·¿¡ °ÖÇüÅÂ¸¦ ¾µ±î ´Ù¸¥°É ½áº¼±î °í¹ÎÇß´Âµ¥
ÆûÀº °ÅÇ°ÀÌ ¹Ù·Î ³ª´Ï±î ¶Ç ½áº¸´Ï ÀÌ°Å´ë·Î ±¦ÂúÀº ´À³¦ÀÌ¿¹¿ä
ÆßÇÎÇüÀÌ¶ó ´©¸£¸é ¹Ù·Î °ÅÇ°ÀÌ³ª¿À´Ï±î Á»´õ ¼¼Á¤·ÂÀÌ ÁÁÀº ´À³¦ÀÌ µé¾î¿ä.
Çâµµ ÆÄ¿ì´õÇâÀÌ »ìÂ¦³ª¸é¼­ ³Ê¹« ½êÁöµµ ¾Ê°í ÁÁÀº°Í°°½À´Ï´Ù
±×¸®°í Àü¿¡ ½è´ø Ã»°áÁ¦´Â ¾²°í °¡·Æ°íÇß¾ú´Âµ¥
ÀÌ°Å´Â ±×·±°Íµµ ¾ø°í ¼øÇÑ°Í°°¾Æ¿ä
Çâµµ ¾î´ÀÁ¤µµ ÀÖ¾î¼­ ¾Æ¿¹ ¹«Çâº¸´Ù´Â ÁÁÀº°Í°°¾Æ¿ä.
ÀÌ°Å ´Ù¾²¸é ´ÙÀ½¿¡µµ Àç±¸¸Å ÇÒ »ý°¢ÀÔ´Ï´Ù
±×¶§µµ Æû ´Ù½Ã ±¸¸ÅÇÒ±îºÁ¿ä ÆûÀÌ ´õ ÆíÇÏ°í ÁÁÀº°Å°°¾Æ¿ä~",1,2021,2,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,3
3743,3743,A000000125954,½éÅ´,0,0,5,1,"´Ù¸¥Á¦Ç°À» ²ÙÁØÈ÷ ¾²´Ù ÇÔ °¥¾ÆÅ¸ºÃ´Âµ¥ 
¿ä ¾ÆÀÌ°¡ ´õ ÀÚ±ØÀÌ ¾ø´Â°Å°°¾Æ¿ä
ÆûÁ¦ÇüÀÌ¶ó ´õ °£´ÜÇÏ°í Çâµµ ÁøÇÏÁö¾Ê¾Æ¼­ ¸¾¿¡µé¾î¿ë¢½",1,2021,2,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,3
3744,3744,A000000125954,5h****,0,0,5,1,"ÀÌ¹Ì ÇÑ Åë ´Ù »ç¿ëÇÏ°í ÀÌ¹ø¿¡ ¶Ç Àç±¸¸Å Çß¾î¿ä
ÀÏ´Ü ÆßÇÁ ¿ë±â¿¡ ´ã°ÜÀÖ¾î¼­ ÆíÇÏ°í ÁÁ¾Æ¿ä
Á÷Á¢ ¼ÕÀ¸·Î °ÅÇ°À» ¸¸µé¾î¼­ »ç¿ëÇÏ´Â °Íº¸´Ù ½±°í °£ÆíÇÏ°Ô ¾µ ¼ö ÀÖ¾î¼­ ÁÁ¾Æ¿ä ±×¸®°í °ÅÇ°ÀÌ ´õ ÃÎÃÎÇÏ´Ù°í ÇÒ±î¿ä? ±×·¡¼­ ´õ ÀÚ±Ø¾øÀÌ ¼øÇÏ°Ô ¼¼Á¤ÀÌ µÇ´Â °Í °°¾Æ¿ä ±×¸®°í Àú´Â ÇÏ·ç¿¡ ÇÑ ¹øÁ¤µµ »ç¿ëÇÏ´Âµ¥ ¾Æ¹«·¡µµ ¿ëµµ°¡ ¿ëµµ´Ù º¸´Ï±î °ÆÁ¤ÀÌ µÉ ¼ö ¹Û¿¡ ¾ø´Â °Í °°Àºµ¥¿ä ±×µ¿¾È ¾²¸é¼­ ÇÑ ¹øµµ ¹®Á¦ ¾ø¾ú¾î¿ä °ÆÁ¤ÇÏÁö ¸¶½Ã°í ¾²¼Åµµ µÉ °Í °°¾Æ¿ä ¸¶Áö¸·À¸·Î Æò¼Ò¿¡ ³¿»õ ¶§¹®¿¡ °ÆÁ¤ÀÌ¼Ì´ø ºÐµé²² Àû±Ø ÃßÃµµå·Á¿ä Àú´Â ÀÌ¹ø¿¡ ´Ù ¾²¸é ¶Ç ÀÌ Á¦Ç° »ì °Å¿¹¿ä",1,2021,2,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,3
3745,3745,A000000125846,º¸´õÄÝ¸®,0,0,5,0,1ÁÖÀÏ °¡±îÀÌ ½áº» °á°ú ÀÏ´Ü ·ÑÀÌ Á¤¸» Àß ¿òÁ÷¿©¼­ Àß ¹ß¸®°í¿ä. ÇâÀÌ Á¤¸» µ¥¿Àµå¶õÆ®°¡ ¾Æ´Ñ °Í Ã³·³ Á¤¸» °í±Þ½º·¯¿ö¼­ ÁÁ¾Ò¾î¿ä. »ê¶æÇÏ¸é¼­µµ ºÎ´ã½º·´Áö ¾ÊÀº ÇâÀÔ´Ï´Ù ¤¾¤¾ ÇâÀÌ Á¤¸» ±¦Âú¾Æ¼­ »ç½Ç Áö¼Ó·ÂÀÌ Á¶±Ý °ÆÁ¤½º·¯¿ü´Âµ¥ Áö¼Ó·Âµµ ¿À·¡°¬¾î¿ä! ¾ÆÄ§¿¡ ¹Ù¸£¸é Àú³á±îÁö ±× ÇâÀÌ °è¼Ó ³ª°íÀÖ¾î¿ä¤»¤»¤»¤»´Ù¸¥ Á¦Ç°Àº Çâµµ »ìÂ¦ ÀÎ°øÀûÀÎ ÇâÀÌ¶ó ¾²°í³ª¼­µµ µ¥¿Àµå¶õÆ® ¹Ù¸¥ Æ¼°¡ ³µ´Âµ¥ ´ª½º´Â ¿ª½Ã ´Ù¸¥ ¶óÀÎÃ³·³ ÇâÀÌ Á¤¸» ÁÁ³×¿ä ¤¾¤¾ ÀÚÁÖ ¾Ö¿ëÇÒ °Í °°½À´Ï´Ù!,2,2020,3,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,3,3,0,0
3746,3746,A000000125846,20´ë·Îº¯ÇÏÀÚ,0,0,3,0,½Å¶ûÀÌ  »ç¿ëÇß¾î¿ä  ³¿»õ´Â ÁÁÀºÆíÀÎµ¥ ¹Ù¸£¸é µû°©´Ù´Â Ç¥ÇöÀÌÀÖ¾î¿ä ½Å¶ûÀÌ °Ç¼ºÇÇºÎ¶ó¼­  µû°©´Ù°í ÇÏ´Â°Í °°°í º¸½ÀÀÌ Á¶±ÝºÎÁ·Çß¾î¿ä,2,2020,3,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,3,3,0,0
