,index,product_id,reviewer,reviewer_rank,specialist,user_score,on_off,review,help,year,month,day,아토피,쿨톤,all,탄력,웜톤,건성,피지과다,모공,트러블,각질,잡티,블랙헤드,약건성,홍조,중성,주름,다크서클,복합성,민감성,미백,지성,발림성,자극도,피부타입_건성에_좋아요,피부타입_복합성에_좋아요,피부타입_지성에_좋아요
922,942,A000000165841,ej645,0,0,4,1,"원래는 닥터지 선크림을 사려다가 올리브영 직원의 추천으로 샀습니다. 액체 제형으로 꼼꼼한 클렌징에 자신없는 사람에게 추천한다는 말을 듣고 샀습니다. 발랐을 때 저에게는 바른 직후 눈시림이 있었습니다.  똑같은 제품이라도 눈시림을 느끼는 사람이 있고 안느끼는 사람이 있다고 하더라구요. 바른후 시간이 5분 정도가 지나면 안 시립니다.
선크림을 바르면 피부가 조금 하얘지며 번들거림이 있습니다. 번들거림은 선크림을 바른 후 쿠션으로 화장을 하면 없어졌습니다. 피부에 트러블이 나지않는다는 점에서는 좋았습니다. 얼굴에 순하다는 말이겠죠? 저는 눈시림 안느끼시면서 순한 제품을 찾으시는 분에게 추천드립니다.",3,2021,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,1,0
923,943,A000000165841,돌돌이야,0,0,5,1,SPF 지수 조작 논란이 있어 믿을만한 더모브랜드 제품을 찾던차에 바이오더마 제품이 그나마 가격이 착하길래 구매해봤습니다. 아쿠아 플루이드라는 이름답게 부드럽고 촉촉해서 로션처럼 발림성이 좋았어요. 백탁도 못 느꼈구요. 발림성이 너무 괜찮아서 로션같이 발리던 다른 선크림들같이 SPF 지수 조작한건 아닐까 잠깐 의심했지만 향이 익숙한 선크림 향이라 의심을 내려놓고 잘 사용하는 중입니다. 겨울에 사용하기 좋고 당김도 없었고 화장이 밀리는 것도 없이 괜찮았어요~ 건성분들도 복합성분들도 지성분들도 피부타입 가리지 않고 편하게 사용하실 수 있을 것 같아요. 어머니가 써보고 좋다고 가져가셨습니다..,3,2021,2,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,3,0,1,0
924,944,A000000165841,minja****,0,0,5,1,None,0,2020,3,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1
925,945,A000000165841,wosk****,0,0,5,1,"유튜브 보고 구매했는대
유기자차여서 화장전에 잘라도 밀리거나 하지 않고
보습감도 있어서 좋았어요",3,2020,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
926,946,A000000165841,km****,0,0,5,0,만족스러워용 잘발리고 지성에좋른거같아요 논코메도제닉이라고 써잇어서 더 믿음이 가는거같아욯ㅎ ㅁ써보고 여드름 안나면 하나더 쓰려규요 세일해서 가격도 저렴하게샀어용 야드름 피부라 뭐날까봐가 젤 걱정이네요,3,2019,5,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,1
927,947,A000000165841,구룸이언니,0,0,5,0,"역시 믿고 쓰는 바이오더마🤍
선크림인데 크림처럼 귀여운 패키징이에요🌼🌻🌼🌻
집에 사용중인 바이오더마 보라색(?) 크림이 있는데 굉장히 꾸덕하고 촉촉해서 나이트 크림으로 바르고 자면 아침에 얼굴이 정말 촉촉하더라구요~
요 선크림은 바이오더마 토너패드랑 같이 사용하기 좋은 선크림이에요😊 건성 피부인 분들은 여름이라도 기초케어를 탄탄하게 해줘야 피부가 안 건조하니까,,,밀릴까봐 걱정할 수도 있을 것 같은데요..!! (제가 건성피부입니다🤣)

바이오더마 토너패드+가벼운 에센스+얇은 보호막 정도의 기능을 하는 수분크림을 바르고 플루이드를 바르면 얼굴이 밀리지는 않더라구요! 
사람마다 다를 수 있으니 참고만 해주세요☺️

저는 잡티가 잘 생겨서 안 그래도 선크림을 사려고 했는데 올영체험단으로 좋은 제품을 받아보게 되었네요 🌼💛💛 아쿠아플루이드라서 촉촉+자외선 차단 둘 다 동시에 잡은 제품이에요!🫶🏻🫶🏻",2,2022,5,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,1,0,0
928,948,A000000165841,보비,564,1,5,0,"💛 바이오더마 아쿠아 선 플루이드 💛

✔️ 바이오더마 제품은 클렌징워터를 10년 넘게 사용해왔고, 요즘 수분 마스크팩도 사용하고 있는데 너무 마음에 들어서 선크림도 궁금해서 선택하게 되었습니다. 

✔️ 일단  텍스처는 선크림이라고 하기에는 좀 묽은편입니다. 요즘 유행하는 선세럼 느낌으로 가볍고, 살짝 흐르는 제형입니다. 

✔️ 수분감이 좀 있어서 건조한 분들에게 잘 맞을것 같고, 끈적임은 거의 없고, 백탁도 심한편은 아니어서 지성피부에도 잘 맞을것 같네요. 남자분들이 사용해도 좋을것 같고요. 

✔️ 내수성이라 땀에 흘러내리지 않아서 여름에 사용하기 좋은것 같아요. 차단지수도 높아서 야외활동 할때 사용해도 무리 없어 보입니다. 

✔️ 전반적으로 매트한 느낌보다는 촉촉한 타입이고, 저자극이라 따갑거나 눈시림 증상이 없어서 마음에 듭니다.",2,2022,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,3,0,1,0
929,949,A000000165841,채송송,1056,0,5,0,"선크림을 딱 다쓴 타이밍에 올영체험단 배송중
최고로 빠르게 도착한거같아요ㅋ
맨날 배송 늦게와서 제대로 써볼틈도 없이
호다닥 써보고 리뷰쓰기 바빴는데ㅋ
받자마자 뜯어서 써보고 깜놀했어요
튜브타입인데 물처럼 주르륵 흐르는 제형이에요ㅋ
진짜 잘못짜면 난리나니 주의하세요ㅋ
보통 물처럼 묽으면 다른용기던데...
독특하더라구요 그래서 늘 선크림은
손등에 짠뒤 찍어서 발랐는데
이 아이는 튜브를 그대로 얼굴에 갖다대고
그림그리듯 얹어주고 펴발르는 방법이 제일
좋더라구요ㅋ 묽은 선크림들은 대부분
유분기가 많아서 엄청 번들번들거리는데
얘는 적당히 윤기돌고 끈적이지않고
촉촉하게 잘 흡수됩니다ㅋ 색깔은 하얀데
백탁현상 1도 못느끼겠다는...
10프로정도는 밝아지는듯마는듯?ㅋ
그대신 메이크업전에 발라주기 너무 좋은거
같고 순하고 자극없어서 매우 마음에 듭니다
번들거리지않고 촉촉한데
끈적이지않다는점에서 재구매의사 있어요ㅋ",2,2022,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,3,0,1,0
930,950,A000000165841,뎡으니,0,0,5,0,#NAME?,2,2022,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,1,0,0
931,951,A000000165841,애너릴리님,824,1,5,0,"* 사용자 정보.
 30대 중반 여성입니다. 평소에 메이크업은 자주 하지 않는 편이지만, 요즘 자외선도 따가워지고 해서 외출할 때는 꼭 선크림을 발라주는 편입니다.
 
 * 사용 후기.
 - 브랜드에 대한 신뢰도 : 브랜드가 유명하기도 하고, 예전에 많이 사용해보기도 해서 기대하는 마음으로 올리브영 체험단 신청했습니다^^ 선케어 제품이 또 워낙 유명한 브랜드이기도 하구요ㅎㅎ
 
 - 발림성 : 평소에 선크림은 너무 촉촉한 것보다는, 뽀송뽀송한 텍스쳐를 좋아하는 편입니다~ 이 선크림은 SP도 세고 그래서 그런지ㅋㅋ 텍스쳐가 아주 뽀송뽀송한 편은 아닙니다. 그래도 그만큼 선케어 잘되겠지 하는 생각으로 사용하고 있습니다!
 
 - 기타 : 용량은 40ml이구요, 용량이 큰 편은 아니니 얼굴에만 주로 사용하고 있습니다. 추천합니다!",2,2022,5,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,3,1,0,0
932,952,A000000165841,율운,1864,0,5,0,"평소 바이오더마제품은 워낙 순해서 그런지 트러블없이 잘 쓰고 있어요! 

✔️향: 선크림 냄새만 나요! 다른 향료 냄새 없이 딱 선크림냄새!!호불호가 갈릴 수는 있겠지만 오히려 저는 인공향료 억지로 안 넣어서 민감성 분들은 더 나을 것 같다고 느꼈어요!
✔️제형: 생각보다 굉장히 묽어서 놀랐어요! 묽은데 너무 흐르는 타입은 아니라 문제없이 사용 가능할 것 같아요!
✔️발림성: 제형에서 말했다시피 묽어서 로션같이 발릴 줄 알았는데 살짝 뻑뻑하게 발려요! 제가 선크림 오래 사용해본 결과 이런 제품이 여름에 잘 안 지워져욬ㅋㅋ워터프루프 선크림 느낌입니다!
✔️패키지: 40미리로 작지 않은 사이즈인데 토출구가 작아서 맘에 들어요! 여름에는 매일 발라야하고 몸에도 발라야하고 그때 그때 부위애 쭈욱 짜서 문지르는데 토출구가 좁아서 제형이 묽어도 양조절이 어렵지 않을 것 같아요!",2,2022,5,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,0,1,0
933,953,A000000165841,연뭉이,0,0,2,1,음...이 선크림에 대해서 할말이 많은데요 처음에 사용할때는 백탁 얼마 없고 빡뻑하지도 않고 냄새도 나쁘지않고 파데 밀림도 없고 각질처럼 밀려서 나오는게 앖어서 완전 만족하고 사용중이었어요 근데 한 며칠?은 괜찮앗는데 갑자기 피부가 뒤집어 지더라구요 이거 복구시키느라 넘 고생했어ㅆ어요 그래도 바이오더마 이다 보니 성분에 큰 문제가 없을텐데 싶어서 다시 사용해봤는데 귀신처럼 이마에 좁쌀들이 나더라구요 쓰다가 안되겠길래 언니 줬는데 언니도 저랑 똑같이 됐어요 피부 예민하신분들은 안ㅅㅏ셨으면.. 팔다리에 바르면 엄청 끈적가리고 다 묻어나와서 차 시트도 망가져서 복구시키느라 힘들었어요 물론 촉촉하고 화장할때도 큰 문제 없다는게 장점이였지만 그에 비해 단점이 너무나도 큰 선크림이었네요ㅜㅜㅜ,2,2021,10,19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0,0
934,954,A000000165841,wjddm****,0,0,5,1,1년 365일 언제나 선크림을 바릅니다 ! 선크림을 다 써서 구매하려고 올리브영에 갔는데 평소에 쓰던 브랜드 제품이 다 품절이라 이 제품을 구매하게되었어요! 바이오더마는 원래 기초케어 제품으로 유명하잖아요 ㅎㅎ 일단 워터제품이라서 굉장히 묽어요! 저는 오히려 묽기때문에 흡수도 더 잘되고 훨씬 촉촉한 느낌이라서 좋았어요 !! 선크림만 바르고 주로 외출해서 백탁현상 없는 것도 좋구요 ㅎㅎ 가격이 비싼가했는데 마침 세일도 하고 있어서 좋은 가격에 좋은 제품으로 구매했습니다 ! 앞으로 이 제품으로 쭉 사용할 거 같아요 !! 선크림 열심히 바르고 자외선차단해요 <~,2,2021,4,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
935,955,A000000165841,폴부르제,0,0,5,0,"바아오더마 아쿠아플루이드 SPF50+를 올리브영 할인기간에 구매했어요.
 바이오더마는 항상 어떤 제품이던지 아주 만족스러워서 사용하기 전부터 기대했습니다.
 백탁현상은 전혀 없었고 얼굴에 잘 스며들어요.
또한 부드럽게 잘 발려서 좋아요. 들뜸도 없구요.
저는 건성인데요. 불편함 없이 잘 사용하고 있습니다.
다른 분들도 사용해보시면 만족하실거에요.
할인기간이 아직 며칠 남아서 더 살 예정입니다.
올 봄과 여름에 나들이 가기 전에 잘 바르고가서 피부타는 일 없었으면 좋겠어요.
 많은 분들도 사용해보시길 바래요. 작은 용량인게 조금 아쉬워요",2,2021,3,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,1,0,0
936,956,A000000165841,fj81****,0,0,5,1,"이 제품은 처음 써보는데 촉촉하고 발림성도 괜찮고 부드럽고 끈적거리지 않아서 좋아요 백탁현상ㄴ 없고 저와 같은 복합성 피부에 추천합니다 톤보정은 딱히 없는것 같고 화장 전에 얇게 펴바르기 좋은것 같아요 밀림이나 들뜸없어서 좋습니다
근데 건성이신 분들은 겨울철 사용하기에 약간 건조하시지 않을까 생각듭니다 저는 올리브영 갔을때 세일하길래 구매했는데
혹시 이 제품 구매하시려는 분들 올리브영에 가보세요
요즘 우통기한 6개월 이내인 상품들 50-%-70% 세일 판매 하더라구요 매장마다 세일하는 제품은 다르지만 이것저것 있어 구경하면서 이것저것 엄청 사왔습니다 ㅋㅋ",2,2021,1,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
937,957,A000000165841,eunjin****,0,0,4,1,보송한 마무리감이 만족스러웠습니다. 단독으로 바르긴 좋은데 매트파데랑 궁합은 보통이에요. 기초를 탄탄히 해야할듯. 건성보다는 지성 복합성 수부지에 더 맞을듯.,2,2020,8,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,0,0,1
938,958,A000000165841,예민보스1,0,0,5,1,"사람들이 잘 모르는데 
이거 진짜 좋아요 
숨은 보석같은 선크림 ㅋㅋ

특히 이 워터타입은 정말 1도 안바른듯한 제형이에요
바르자마자 싸악 흡수되고 
끈적임도 없고 !! 

이정도로 깔끔한제품 찾기 힘든데
여기 숨어있었어요 ㅋㅋ

용기도 깔끔하고 작아서 휴대하기도좋구요
무엇보다 워터프루프
8월 장마끝나면 미친듯이 더워질꺼라는데
이런건 필수템이죠 👍🏻🙆🏻‍♀️

지성, 민감성 모두에게 추천합니다",2,2020,7,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,0,1,0
939,959,A000000165841,냠냠이,0,0,5,0,"남자친구꺼 대신 사줘서 말해준 후기 적어봅니다-!
일단 발림성 매우 매우 좋구요 보송보송 하답니다 ㅎㅎ 🌝 밖에서 일을 많이해서 자주 사용하는데요 눈시림도 없다고 합니다!!! 남자친구 사주실때 이거 선택하심 좋을거 같네용🥰 백탁 살짝 아주 살짝 있습니다",2,2020,7,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,0,1,0
940,960,A000000165841,ksh00****,0,0,5,1,None,0,2020,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
941,961,A000000165841,lsj03****,0,0,5,1,None,0,2020,6,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
942,962,A000000165841,rmart****,0,0,5,0,지성피부에  괜찮은거 같아요. 번들거리지 않고 발림성도 괜찮았어요.,2,2020,6,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1
943,963,A000000165841,chjun****,0,0,2,0,"수분량은 많아요
발림은 좋은데 스며듬이  다소 아싑네요",2,2020,6,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0,0
944,964,A000000165841,smsud,0,0,4,1,복합성에 좋고 부드럽게 잘 발려요. 좋습니다.,2,2020,6,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0
945,965,A000000165841,sym****,0,0,5,1,None,0,2020,6,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0
946,966,A000000165841,lkhfuck****,0,0,4,0,눈시림도 없고 발림성도 나쁘지않은데 베이스랑 안 맞는지 잘 밀려요ㅜㅜㅜㅜㅠㅠ,2,2020,6,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,3,1,0,0
947,967,A000000165841,bling****,0,0,4,1,"무난 보통 이네요 무난 보통
ㅎㅎ 급해서 구매한건데 무난 보통",2,2020,6,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0
948,968,A000000165841,dhdustn****,0,0,4,1,백탁 현상 없고 번들거리지도 않고 정말 수분크림 바르는 것처럼 발림성은 좋아요. 근데 땀이 나니까 눈이 좀 따가웠네요ㅠㅠ 그래도 못 쓸 정도로 따가운 건 아니었어요.,2,2020,6,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,1,0
949,969,A000000165841,낭만하늘,0,0,5,1,눈시림 증상이 없는 순한 제품입니다♡ 가격대비 용량이 다소 아쉬워요,2,2020,6,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,0,1,0
950,970,A000000165841,ljs****,0,0,3,0,눈시림 없다해서 발랐는데 눈물 줄줄~ 저만 그런가요? 물처럼 흐르는 제형이라 조심해야 합니다,2,2020,5,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,1
951,971,A000000165841,baekeun****,0,0,4,0,"좋아요!! 
바이오더마 제품은 다 좋은 듯!~~!!",2,2020,5,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0
952,972,A000000165841,catheri****,0,0,5,0,"정말 순한 선크림이에요~

약간 백탁현상 같은 게 있는지, 아주 사알짝 톤업이 되지만
처음 바를 때 느낌인 것 같고, 피부톤을 잡아주는 느낌은 거의 없어요 ㅎㅎ

아주 끈적이지도 아주 보송보송하지도 않아서 
복합성한테 좋은 것 같아요~
딱 적당해요!
오전에 파우더 팡팡 하면, 오후에도 크게 기름지지 않구요~
바르고 난 후, 건조하지도 않습니다.(볼 부분 건성)

흐르는 제형이라 처음 덜 때 신중해야 해요~ 
얇게 발려서인지 답답하지 않아요!
바르고 운동해도, 피부가 막히는 느낌이 없어서 너무 좋아요~ !! 피부가 숨을 쉬는 느낌..?!
다른 선크림들도 크게 답답하다고 느끼지는 않았지만,
이건 가볍다는 느낌이 들어요~ 

이걸 베이스로 하면 화장이 엄청 잘 먹고,
피부톤이 달라지는 건 없지만, 그렇다고 밀리거나 화장이 안먹거나 하진 않아요.

더바디샵 선크림을 너무 좋아해서 
비슷한 제형의 선크림을 찾아 헤맸는데,
이제 찾은 것 같아요!
더바디샵은 알코올향이 나는 게 저에겐 좀 마이너스였다면,
바이오더마는 그렇지도 않아서 너무 좋아요!!

딱 순한 선크림입니다!!",2,2020,5,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
953,973,A000000165841,sholi****,0,0,1,1,None,2,2020,2,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,0
954,974,A000000165841,he****,0,0,5,0,자극이 없고 물처럼 발림성도 좋아요. 부담없이 쓰기 좋습니다,2,2019,11,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
955,975,A000000165841,쇼핑하는고무장갑,0,0,5,0,"쿠폰 사용해서 저렴하게 구매해 만족스러워요.
액체 타입이라 주둥이가 길쭉하게 되어있어
쓰기 편리하고 끈적임이 덜해요.",2,2019,6,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
956,976,A000000165841,딩가딩가딩,0,0,4,0,"음 유튜버 사람들이 워낙 입소문 나서 써볼까 고민하다
삿네요 
아직 쓰기전이지만 기대됩니다
좋아야할텐데요",2,2019,3,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
957,977,A000000165841,godsend****,0,0,5,1,레이저 치료받고 피부과에서 권하는 제품이라서 사서 썼는데 너무 좋아서 이번에 더 구매했습니다.   좋아요 좋아,1,2022,12,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
958,978,A000000165841,민진ㄴ,0,0,5,0,"이전 버전인 주황색 제품 쓰다가 단종되었다길래 해당 제품 구매했는데 크게 달라진 것 없이 조금 더 묽고 순해진 느낌이라 잘 사용 중이에요. 크림 타입보다 피부에 잘 붙는 느낌이라 화장 전에 사용하기도 부담 없고, 자극적이지 않아서 데일리로 쓰기 아주 좋습니당. 볼이나 이마 부분은 건조한 복합성 피부인데 요 제품은 시간 지나면 코 부분에 조금 유분기 뜨는 정도고 나머지 부분은 보송할 정도로 유수분 밸런스가 좋은 제품입니다",1,2022,11,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
959,979,A000000165841,rudf****,0,0,4,0,세븐틴 바이오더마 이벤트 및 프로모션으로 인해 처음으로 바이오더마 포토덤 아쿠아플루이드 썬크링을 구매하였습니다. 복합성피부이나 해당 제품을 사용할 때 불편함은 따로 없었습니다. 미백 효과는 거의 없는 것 같고 유분기는 적당하게 있었습니다. 바른 후 약간의 끈적함은 남아있었네요~ 점성이 거의 없는 썬크림이었습니다!,1,2022,9,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,1,0
960,980,A000000165841,sopa****,0,0,5,0,피지오겔이랑 같이 사봣는데 우리딸은 바이오더마가 더 좋다하네요. 발림성 좋은편이에요. 번들거리거나 끈적이지 않고요,1,2022,6,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
961,981,A000000165841,진리빛,0,0,5,0,"이런제품 정말정말 필요했어요.
언젯적인지 잘 기억은 안나는데, 파란색의 썬크림을 온식구가 얼굴뿐 아니라 팔다리에 바르기 시작한때가 있었습니다.
작은용량 선물받아 쓰기시작했는데 겨울제외한 계절에 싸이클 선수마냥 자전거를 타대는 남편과 인라인,야구경기를 즐기는 딸들을 비롯해 모두가 부담없이 바를수있는 플루이드제형의 썬크림.
향도좋고 효과도좋은것같아 아예 대용량으로 사서 화장대에,차에,현관에두고 수시로 발랐어요.
단점이 있다면 ""백탁""!!!!
그래서 점점 손이 안가기시작하는 시점이 있었고, 그후로는 백탁없는 썬제품을 찾기시작했어요.
남자들과 청소년들은 플루이드제형을 선호하더라구요.
이제품은 어떨까 혹시나해서 신청해보았는데 딱 그 니즈에 맞아요.아주가볍게 발리고 마치 수분크림같습니다.           
역대급 흐름이긴 한것같은데 그건 전혀 문제가 되지 않는것같구요, 한동안 나름 덜 흐르는 제형의 썬크림을 힘들어하던 남편이 너무나 반겼어요.ㅋㅋ
그새 두딸들은 톤보정있는 썬제품,썬팩트를 잘골라서 쓰고는있는데 팔다리에는 이제품 바르고있습니다.           
내용물이 보이진않는데 금새 다쓸것같아요!!",1,2022,5,16,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1
962,982,A000000165841,룹삐,0,0,5,0,"바이오더마는 클렌징워터, 립밤, 에센스 등 많은 제품을 써봤는데 민감한 제 피부에 잘 맞더라고요. 피부가 엄청 예민하고 염증도 많이나고 힘들었던 시기에 피부과에서 추천한 브랜드 중 
 바이오더마 가 있을정도로 정말 좋은 브랜드라고 생각해요.
아쿠아 플루이드라는 말 답게 제형이 흐르는 제형인데
선크림 입구가 좁아서 양 조절 하기가 쉬워요. 
발림성이 되게 촉촉해서 대게 이런경우는 끈적임이 심했는데 
이 제품은 보송해져서 정말 불쾌함이 없는 선크림이에요. 
여름에는 덥고 땀도 흐르는데 솔직히 선크림 바르면 좀 답답함은 어느정도 있잖아요. 근데 거기다가 끈적이면 불쾌감이 정말 최악…인데 마무리감이 보송해서 여름에도 산뜻하게 잘 바를수 있어요. 그리고 백탁현상이 없어서 백탁현상 싫어하시는 분들은 좋아하실거예요 ㅎㅎ 발림성도 좋고 휴대성도 좋고 마무리감도 완벽하고 순한 제품이라서 좋아요.",1,2022,5,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,0,1,0
