,index,product_id,reviewer,reviewer_rank,specialist,user_score,on_off,review,help,year,month,day,쿨톤,지성,민감성,블랙헤드,다크서클,트러블,약건성,탄력,웜톤,홍조,아토피,주름,피지과다,모공,잡티,각질,건성,미백,all,중성,복합성,자극도,피부타입_건성에 좋아요,피부타입_복합성에 좋아요,피부타입_지성에 좋아요,피부고민_보습에 좋아요,피부고민_주름/미백에 좋아요,피부고민_진정에 좋아요
1141,1141,A000000150937,인스타hyejinnim,1,1,5,0,"센텔리안 거 마스크팩은 정말 이거 위주로 사용하고 있는 거 같습니다
마데카 멜라 캡처 스틱 너무 좋아서 3통이나 구매하여 사용하고 있어요.
2개는 다 비워서 안에 남은 거 면봉으로 후벼서 ㅋㅋ 파서 쓰고 있구요
그만큼 발림성도 좋고 향도 뭔가 피부가 좋아질 거 같은 향이었어요
이것도 같은 라인에서 나오는 팩이라서 그런지 향이 똑같더라구요
앰플은 저는 이거 말구 이번에 신상으로 나온 뭐 하루 만에 효과를 볼 수 있다는? 속기미인지 겉기미 1일만에 개선된다는,, 그거 사서 쓰고 있어요
이름 뒤에 프로가 붙어있던 거 같고 디자인도 더 이뻐진 거 같더라구요
뭔가 이왕 기미에 화장품 사용하는 거 같은 브랜드의 같은 라인을 다 써주능 게 좋을 거 같아서 저는 요렇게 앰플부터 시작해서 스틱이랑 마스크팩 써주고 있어요
할인해서 저렴하게 사니 좋고 효과는 크게 달라지진 않지만 그래도 쓸만해요",3,2022,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,0,1,0,0,1,0
1142,1142,A000000150937,무미니,37,1,3,0,"제가 센텔리안 마스크팩 엄청엄~청 잘써서
이번에 기미주름 앰풀 마스크팩 처음 사서 써봤어요 ㅎㅎㅎ
너무 기대햇던 탓일까요 ㅋㅋㅋ
저는 그 회색표지로 되잇는 센텔리안 마스크팩이
훨 나은거 같아요! 
그 팩은 진짜 보습력 뛰어나고 그다음날 피부도 환하니 좋아보이거든요 ㅋㅋㅋ

다른 팩보다 가격도 하는편인데 
이번에 산 팩은 너무 아쉬워요ㅠㅠ
우선 팩이 너무 흐물거리고 다른 저렴한 팩 보다 시트가 제 값을 못하다는 생각을 햇네요~흑

두번째로는 기미 주름 미백이라고 되잇는데
보습도 그렇게 채워주는 편도 아닌거 같고
그렇다고 그담날 피부가 조아보이는 것도 아니고 ㅋㅋㅋ 그대로 푸석해보이고 
여러모로 조금 아쉬웠어요ㅠㅜ

제 개인적으로는 오리지널 센텔리안 팩이 진짜 훨 좋은듯!
이번에 일시품절이라 이거 산건데 저는 원래 사던걸로 계속 써야겠어요 ㅎㅎㅎ",3,2021,11,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0,0,1,0,0
1143,1143,A000000150937,키미키미,0,0,4,0,"무난하게 사용하기 좋은 것 같아요.
꾸준히 써봐야 알것 같아요...",2,2022,8,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0,1,0,0,1,0
1144,1144,A000000150937,키미키미,0,0,4,0,"수부지피부라 더운날씨에는 팩을 하고 난 이후에 마니 끈적이거나 유분기가 너무 마니 있으면 피부가 간지럽고 트러블도 나고 답답하더라구요 ~~ 그래서 토ㄴㅓ로 닥거나 하거든요
햇빛을 마니 받으니까 슬슬 기미랑 잡티가ㅜ올라오다라구오
예전에 이 제품을 주변에서 추천을 받고 사용해봤는데
무난하고 저한테 잘 맞는 것 같아서 재구매했어요 ㅋㅋㅋ
세일을 안했으면 정가에는 사기가 조금 부담스럽기도 한데
세일을 반값에 해서 사는데 부담이 앖었네요 ㅋㅋㅋㅋ
일단 하고 난 이후에 피부가 촉촉하고 일시적으로 환해진 느낌을 받아서 만족했습니다~< 그리고 끈적이는 느낌도 덜 받아서 만족했어요
한두번으로는 잘 모르겠지만, 꾸준히 사용해보렵니다 ㅋㅋ
에센스양도 충분해서 목까지 발라도 됩니다 ㅋㅋ
좋은 상품 감사합니다 ㅋㅋ",2,2022,5,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0,1,0,0,0,1
1145,1145,A000000150937,올바잉,967,0,4,0,"피이지 함유라서 쟁여둘생각은 없었고
한참 마스크팩 이것저것 궁금한거 샀던 때가 있었는데
그때 세일해서 샀어요

평소에 마스크팩으로 관리를 하는데요
피부타입이 민감 건성이고 미백보다는 보습 위주로
계속 사용하다보니
처박아두고 지금까지 안쓰고 있었네요...

두개사서 처음 쓰고 두번째 어제 사용하고 리뷰쓰는건데요
처음엔 그냥 그래서 어제 팩할때도 리뷰 쓰려고
오늘이 마지막이라서요 ㅋㅋ 그래서 팩한건데

오 웬일 생각보다 괜찮더라구요


🌸 향 생각보다 강해서 좀 아쉬움
🌸 시트는 약간 얇은편 
🌸 크림 에센스 타입
🌸 건성이 미백 케어할때 추천
🌸 살짝 흐르는 제형이라서 팩하는 중에 시트가 약간 흘러내리는 경향이 있음
🌸 마무리는 가볍지 않음 약간 무거울 정도로 보습감 느껴짐
다소 쫀쫀한 마무리

💖 가장 좋았던 점
제가 건조해서 트러블이 올라오는 타입인데
마데카 함유라 그런지 볼쪽에 가라앉고 있는 트러블이 있었어요
건들고 난 후에 가라앉는 중이었는데
요 팩 하고 다음날 아침에 보니 눈에 띄게 가라앉았더라구요
트러블이 지나간 자리라서 자국이 남을까봐 걱정도 되는 시기였는데 그부분에서도 도움은 되었어요
트러블이 올라왔을때가 아니라 트러블을 건들고 나서 후처치할때 도움을 받은거니 오해없으셔야합니다 ㅎㅎ

생각 보다 괜춘해서 세일할때 몇개만 더 사려구요~
가끔 사용할것 같아요!",2,2022,4,26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0
1146,1146,A000000150937,키미키미,0,0,4,0,"요즘 하도하도 건조해서 좋다는 이 제품을 구매하게 되었어요.
좋다는 팩은 하나씩 사서 써보고 있는데요.
저는 수부지피부에 민감성 피부로 피부에 열감이 많은편이고 얇고 하얀피부라 자극이나 반응에 민감하게 반응하더라구요.
그런데 이 제품은 자극이 없어서 만족해요.
단, 영양감이 있어서 가볍지 않어서 여름철에는 쓰기 힘들것 같은 느낌입니다. 요즘같이 건조하고 찬 날씨에는 사용하기 좋을 것 같아요, ,보습감도 있고 쫀쫀한 느낌마저 들어서 가격만 아니면 왕창 쟁여두고 싶네요.

기미에 좋다고 하는데 그건 꾸준히 써봐야 알 것 같아요~ 
1일 1팩하기엔 영양감이 있어서 3일에 1번 정도 해주고 나머지는 수분위주의 팩을 해주는게 피부에 부담이 덜 될 것 같아요.
재구매의사 있습니다. 
세일 자주해주세요, 감사해용~~",2,2022,3,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0,1,0,0,0,1
1147,1147,A000000150937,새해소망탑리뷰언서,0,0,5,1,"마스크팩 좋아요!! 모두 한 전씩 구매해서 사용해보시는 것 추천드립니다!! 센텔리안 마스크팩 짱!! 제가 처음 이 제품을 구매하게 된 계기는 여드름 흉터로 인해 미백 제품에 늘 관심이 많았습니다!! 이 제품이 눈에 띄어 호기심에 구매하게 되었습니다. 세일 중이기도 했고 성분도 매우 좋은 제품이었습니다! 제형은 흰색 불투명한 에센스 제형입니다! 에센스 양이 많아서 목까지 펴바를 수 있습니다!! 20분 사용 후에도 에센스 양이 남아서 건조하지 않고 촉촉합니다. 톡톡 두드려 주면 피부가 촉촉합니다!! 그리고 사용 후에는 즉각적으로 밝아짐이 느껴집니다! 사용 후에 건성이신 분들은 크림 하나 정도 바르면 충분할 것 같습니다! 지성이신 분들은 이 마스크팩 하나로 충분할 것 같아요! 
모두 한 번씩 구매해서 사용해보시는 것 추천드립니다!!",2,2022,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3,1,0,0,1,0,0
1148,1148,A000000150937,새해소망탑리뷰언서,0,0,5,0,"좋아요!!만족하며 사용한 제품입니다!! 재구매의사 있습니다!! 제가 처음 이 제품을 구매하게 된 계기는 많은 마스크팩 브랜드 중 고민하다가 골랐습니다. 왜냐하면 저는 평소 여드름흉터로 인해 미백 제품에 관심이 많았습니다. 그런데 이 제품이 성분도 좋고 워낙 유명해서 구매하여 사용하게 되었습니다. 마침 세일중이기도 했습니다! 일단 얼굴에 밀착력 좋습니다! 마스크팩 두께가 적당해서 밀착력면에서 우수한 것 같습니다! 그리고 에센스 양이 많아서 목까지 펴바를 수 있습니다!!
사용 후에는 에센스양이 남아있어 건조하지 않고 촉촉합니다 또한 즉각적으로 밝아진게 보입니다 꾸준히 사용하면 피부개선이 될 것 같습니다. 앞으로도 종종 재구매의사있습니다. 제 리뷰가 도움이 되길 바라며 코로나 조심하시고 늘 건강하세요",2,2022,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3,1,0,0,1,0,0
1149,1149,A000000150937,새해소망탑리뷰언서,0,0,5,1,"대만족!!무한 재구매의사 있습니다!! 모두 한 번씩 구매해서 사용해보시는 것 추천드립니다!! 제가 처음 이 제품을 구매하게 된 계기는 이 브랜드의 마데카 크림을 사용해보고 너무 좋았던 기억이 있었습니다!! 그런데 어느날 이 마스크팩을 발견하고 구매하게 되었습니다. 평소 여드름 흉터로 인해 고민이 있기도 했습니다ㅠㅠ!!
일단 일주일에 두 세 번 정도 사용하시는 것 추천드립니다 너무 자주 사용하는 것도 피부에 좋지 않다고 합니다!! 그리고 에센스 양이 많아서 목까지 바를 수 있다는 점이 매우 좋았습니다!! 마스크팩 두께도 적당해서 밀착력이 우수합니다!
사용 후에는 즉각적으로 촉촉하고 밝아진게 느껴졌습니다!! 마스크팩 사용 후에 모델링팩을 하니 마스크팩의 효과과 더욱 극대화되는 것 같습니다! 모델링팩도 함께 써보시는 것 추천드립니다!",2,2022,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3,1,0,0,1,0,0
1150,1150,A000000150937,마네퀸,328,0,5,0,"시트팩 여러 종류로 많이 사놓으면 부모님이 아주
잘 쓰십니다. 😆💕 센텔리안24 마데카 멜라 캡처
앰플 마스크는 진정에 좋습니다.
수분진정 라인이 좋아서 시트팩도 자주 삽니다.
시트가 얇고 밀착력이 좋습니다. 부드럽고 촉촉합니다.
자주 살께요. 💕💕",1,2022,12,29,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0
1151,1151,A000000150937,멘탈짱짱,247,0,5,0,"센텔리안 마스크팩 좋아요 ㅎㅎ
시트팩도 자극적이지 않고 앰플도 아주 넉넉하게 들어있어요",1,2022,12,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,0,0,1,0,0
1152,1152,A000000150937,멘탈짱짱,247,0,5,0,"센텔리안 엠플은 써봤는데 마스크팩은 처음 써봤어요 ㅎㅎㅎ
시트도 부들부들하고 
멜라캡쳐라서 주기적으로 꾸준히 사용하면 정말 좋을 것 같아요 ㅎㅎㅎ",1,2022,11,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0,1,0,1,0,0
1153,1153,A000000150937,토깽이니니,0,0,5,1,"앰플
크림다쓰고있는데
마스크팩도
앰플이마니함유되어서
조은거같아요",1,2022,8,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0,0,0,1,0
1154,1154,A000000150937,skdiskwj****,0,0,5,1,"마데카 크림이랑 팩을 몇 년째 쭉 쓰고 있어요 
자주 할 때는 1일1팩하다가 평소에는 일주일에 2-3번씩 꼭 하는데 넘 좋아요 꾸준히 오래 쓸 수록 효과가 열배~~",1,2022,8,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0
1155,1155,A000000150937,stranger,255,1,5,0,"정말 오랜만에 구매한 동국제약 마데카 멜라 캡쳐 앰플 마스크팩!!! 더워지기 전에 몇번 썼었다가 여름되면서 진정 수분 마스크팩, 겔마스크팩 위주로 사용하게 되어 이 마스크팩을 쓸 생각을 못했는데 오랜만에 뽀얀 에센스타입의 마스크팩을 쓰고싶어서 주문했어용ㅎㅎㅎ
전 여기꺼 멜라캡쳐스틱도 정말 만족하며 썼지만 특히 마데카크림을 몇통이나 쓸 정도로 동국제약 제품을 좋아하거든요.  마스크팩도 요물이에요 ㅠㅠ 정말 이거 엄마나이대이신 분들께는 강추강추할 정도로 너무 좋아요!!! 
정말 꾸준히 사용하다 보면 기미들이 옅어질 것 같고 미백효과도 볼 수 있을 것 같거든요. 
에센스 양도 많아 마스크팩 붙히는 중간 중간 에센스를 그위에 발라주면 쉽게 건조해지지도 않고 오히려 피부에 스며드는 기분이 들어서 더 좋았어요ㅎㅎ
스페셜관리를 한다는 기분이 들더라구요 하고나면 
목까지 에센스 발라주고 주 2-3회 해주면 정말 효과 있습니당💜",1,2022,7,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,1,0,0,1,0
1156,1156,A000000150937,sungry****,0,0,4,0,"팩 하고나면 피부톤이 맑아져요
사용감은 약간 무거운 편이라
건조하신분들에게 적합할거 같아요
여름에 가벼운 사용감 원하시는 분들에게는
맞지 않을거 같아요",1,2022,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0,0,1,0,0
1157,1157,A000000150937,eun97****,0,0,5,1,"다른 마스크팩에 비해  앰플양이 넉넉히 들어잇어
남은 앰플은 몸에 바르고도 남더라구요~
잡티고민으로 구입한 제품이라 ~효과가 잇엇으면 좋겟어요~
마데카제품은 보습은 완전 좋은것 같아요~
팩을하고나면 완전 촉촉해서 좋앗어요~~
밀착력도 좋아 팩이 흘러내지않ㅇㅏ  좋앗어요",1,2022,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0,0,1,0
1158,1158,A000000150937,chaeie****,0,0,5,1,"보습력이 뛰어나요
세일할때 써야하는,,,높은가격ㅠㅠ",1,2022,2,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,1,0,0,0,1
1159,1159,A000000150937,yuhee****,0,0,5,1,너무너무너무 좋아요 우연히 알게 된 팩인데 한번 하고 나서 피부가 너무 쫀쫀하고 탄탄해져서 놀랐습니다.. 이 이후로 중요한 날 전 날에는 무조건 이 팩 써요! 가격대가 좀 있지만 그만큼 이유가 있다는,1,2022,2,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0
1160,1160,A000000150937,꼼짝마움직이면서쏜다,588,0,5,1,제가 민감한 건성피부인데 팩을 아주 좋아하는 팩처돌이로써 센텔리안 24에서 마데카 캡처 앰플 마스크 팩이 있길래 궁금해서 구매를 해보았습니다!! 아무래도 제가 건성이다 보니 일반 마스크팩을 하고나서 추후 단계가 무조건적으로 필요한데 이 마스크팩은 그렇지만은 않더라구요 안에 에센스가 불투명한 에센스가 들어있는데 거의 크림을 바른 것 같은 기분을 만들어주는 엄청나게 쫀쫀 촉촉한 크림 제형이에요 다만 아쉬운 것은 민감한 사람들에게는 별로 좋다고 말을 하지 못하는 향료가 들어 있는 것과 같은 냄새가 풀풀 나서 그거는 너무 아쉬웠습니다 건성인 제 피부를 다 케어 해줄만한 에센스의 제형 등은 아주 좋았지만 냄새가 조금 쎄서 피부 예민하신 분들에게는 마냥 좋다고만 말을 할 수는 없을 거 같아요!! 구매하실 때 참고해주세요,1,2022,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0
1161,1161,A000000150937,lovely****,0,0,5,0,"전에도만족도높게사용한적있었는뎅...줄줄흐르지않궁...
넘~좋아요~~
캡쳐앰플이듬~뿍들어있어서요팩하고나면정말피부에광이나요~~^^
강추강추합니다~!!!^^",1,2022,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,1,0
1162,1162,A000000150937,올바잉,967,0,4,1,"건조해서 트러블이 올라오는 민감 건성인 피부입니다

요새 마스크팩 세일하는거 이것저것 엄청 사용해보고 있어요
미백라인이라고 생각을 못하고 마데카만 보고 골랐어요😅😅
원래 리뷰랑 설명이랑 다 보고 제품을 고르는 편인데..
요새 마스크팩에 또 빠져서 이것저것 그냥 다 샀네요 ㅎㅎ

진한 크림에센스 팩이에요
에센스가 묽지 않은 편이었어요 내용물이 엄청 많은건 아니고 딱 적당한 정도? 많은거 좋아하시면 약간 아쉬우실수도 있을것 같긴해요(내용물많은거 딱히 좋아하진 않는 편)

향료가 성분에 안보이는데도 향이 생각보다 강했어요
요즘엔 향첨가 안되어있는 화장품이 대부분이니까 더 그렇게 느껴지는것 같아요

시트를 얹어주고 시간이 지날수록 밀착이 더 쫙되고 약간 조여주는? 그런 느낌이 있었어요 떼어낼때가 가까워오니 쫀쫀하게 붙어있더라구요~
붙어있을땐 자극을 못느꼈는데 떼어낸 뒤에 코부분에 약간 자극이 느껴졌어요
약간의 자극도 느껴지고 피이지도 함유되어 있어서 쟁여놓고 자주 쓰긴 어려울거 같아요~

떼어낸 뒤에 마무리가 상당히 무겁게 느껴졌어요
그나마 흡수는 잘되는 편인거 같은데 저는 팩 한뒤 항상 크림으로 마무리하는데 크림바르기가 약간 부담스럽게 느껴지더라구요
미백에 관심있는 노민감 건성분들이 사용하심 어떨까 합니다

다음날 마데카성분때문인지 보습 채워진 느낌이 있었고
제가 흉터가 좀 있는데 약간 연해진 느낌이 들더라구요 ㅎㅎ

가끔 피부 덜 예민할때 한번씩 써보려구요!",1,2022,1,26,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
1163,1163,A000000150937,dbstldms****,0,0,5,0,"올리브영에 구경 갔다가 이 팩이 보습에 좋아 보이고 괜히 눈길이 가서 구매하게 되었습니다. 처음에 팩을 손으로 딱 만졌을 때 느낌이 일단 다른 팩들보다 쫀쫀하고 수분이 두껍게? 담겨있는 느낌이었어요. 손으로 만졌을 때 부들부들해서 계속 만지고 싶었어요… ㅋㅋㅋ 

제가 원래 다른 팩을 사용할 때는 팩을 떼고 나면 얼굴이 너무 미끌거려서 물로 한 번 헹궈내고 기초 케어를 하거든요. 근데 이 팩은 떼고 나서 손으로 조금 두드려 주니까 흡수가 너무 잘 돼서 따로 씻어내지 않았어요. 딱 한 번 써본 거긴 하지만, 피부 수분 보충에도 좋은 것 같고 팩 느낌도 좋고ㅎ 여러모로 좋은 점이 많다고 생각한 제품이에요. 가격이 조금 비싼 걸로 알고 있는데(원가), 할인 받아서 구매하면 저렴하게 살 수 있어서 좋아요..!!! 무난하고 수분감 좋은 팩 찾고 계신다면 한번 구매해보시는 걸 추천해요!",1,2021,12,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0
1164,1164,A000000150937,때리,0,0,3,1,"센텔리안의 제품에 관심이 생겨 본품 구매 전 테스터용도로 이 마스팩을 구매했습니다!
저의 피부타입은 좀 민감한 편이고 겨울이라 건조해진 날씨 탓에 트러블과 각질부분이 신경쓰여 이에 집중하고 관리하는 편입니다.
일단 처음에는 마스크팩 안에 에센스 부분이 가득 가득 들어서 앰플하나가 통째로 들어갔나?!싶을 정도로 차고 넘치는 정도였습니다ㅎㅎ 마스크팩을 붙히고, 일정시간이 지난 후에 얼굴에서 뗀 후에 끈적임이 좀 있길래 마사지해서 어느정도 흡수시켜주고 잠시 다른 일을 하다 얼굴을 만져봤는데 계속 끈적이더라고요ㅜㅜ
끈적임이 먼지까지 달라붙는?그런 정도라 좀 불편했지만 피부가 확 진정되는게 보여 만족스러웠습니다.
그 후, 바로 다음날 아침에 피부상태를 확인해봤는데 마스크팩 성분에 어떤 부분이 안 맞았는지 울긋불긋하고 간지러워서 선크림도 못바르고 외출했습니다ㅜㅜ 저한테는 해당 제품이 안맞나봅니당🥲 저처럼 센텔리안의 본품구매전 샘플처럼 사용해보기엔 안성맞춤일 것 같습니다:)",1,2021,11,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0
1165,1165,A000000150937,Vroom,0,0,5,1,"30대 들어서면서 아니 정확히는 출산 이후에 급속도로 노화가 진행되는게 정말 눈에 띄게 느껴져요..;; ㅠㅠ 그 중 하나가 피부 탄력과 기미! 피부 트러블 딱히 없었고 중학생 때도 이마에만 여드름 조금 났던 것 빼곤 피부 깨끗했었는데 눈 밑 주변에 기미가 어느새인가 생기기 시작했어요. 진짜 속상하더라고요. 육아하느라 안그래도 정신없는데 얼굴까지 망가지는 것 같아서… 

그러던 중 동국제약에서 나온 센텔리안 24 브랜드를 알게 되었고 그 중 기미관련해서 이 앰플이 꽤 유명하더라고요. 센텔리안24 브랜드에서 나온 마데카크림을 너무 잘 쓰고 있어서 믿음을 가지고 구매했어요. 

기미앰플은 대부분 수분감이 잘 안 느껴지고 빡빡한 느낌인데 이건 나름 수분감도 느껴져서 좋네요. 바르고 나면 쫀쫀해요. 한두번 바른다고 기미가 해결되는건 아니라 효과는 솔직히 아직 모르겠어요!",1,2021,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,1,0,0,1,0
1166,1166,A000000150937,토깽이니니,0,0,5,0,"앰플이듬뿍
들어가있어서
조아요
마스크팩도자주이용합니다",0,2023,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1,0,0,0,1,0
1167,1167,A000000150937,bat****,0,0,5,0,"앰플이 엄청 많아서 피부바르고 손발까지 바를수있어요
크림 안발라도 될것같네요",0,2023,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0
1168,1168,A000000150937,레몽몽,0,0,5,0,앰플양이 넉넉하고 보습력도 좋은 시트형 마스크팩입니다.,0,2023,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0
1169,1169,A000000150937,짱짱한쿵잔치,535,1,5,0,"안티에이징 제품들로 유명한 센텔리안24!
멜라 캡쳐 스틱도 엄마께 사드렸었는데 마스크팩도 사 드리니 영양감 좋고 끈적이지 않는다며 마음에 들어하셨어요! 
세일할 때 쟁여둬야겠어요🙃",0,2022,12,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,1,0,0,0,1,0
1170,1170,A000000150937,k202209097****,0,0,5,0,미백과 주름에 아주 좋아요!!밀착력도 좋고 두께와 질감도 적당해서 편해요 추천드립니다~!,0,2022,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0,0,0,1,0
1171,1171,A000000150937,레몽몽,0,0,5,0,보습력도 좋고 내장 앰플양도 넉넉해서 제거시까지 마름없이 쓰기 좋아요.,0,2022,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0
1172,1172,A000000150937,올바잉,967,0,4,1,"세일할때 한번씩 사용하면 좋아요!
은근 효과가 있어서 다음날 피부상태도 좋게 느껴지더라구요
미백이 얼마나 되는지 도움이 되는 정도는 솔직히 안느껴졌고 앰플이랑 같이 사용하면 좀더 낫겠죠?!
저는 마스크팩만 어쩌다 한번씩 사용하고 있어서 그런 부분에서(미백) 좋다는건 못느꼈어요
그래도 신경쓰고 싶은날 한번씩 사용하면 좋겠다는 생각이 들더라구요~
성분이 완전 착한듯하진 않고 가격도 어느정도 있는 편이라 세일할때 가끔 사볼 생각이에요!",0,2022,11,25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,1,0
1173,1173,A000000150937,myb****,0,0,5,0,"이건 진짜 꼭 사야해요
마스크 팩 하고 나면 얼굴이 허얘져요 ㅋ ㅋ
수분가득 좋아요 
쟁여놓고 쓰는중입니다 ㅋ",0,2022,11,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,1,0
1174,1174,A000000150937,하니지,0,0,5,0,"세일하면 무조건 사서 냉장고에 쟁여 놓는 제품중에 하나 입니다. 피부과 시술받고 온날 해주면 완전 좋아요.
보습에 너무 좋은거 같아요.",0,2022,11,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0,0,1,0,0
