,product_id,product_name,imgpaths,brands,prices,rev_score,category1,category2,category3,r1s,r2s,r3s,r1_info1,r1_sf,r1_info2,r1_nor,r1_info3,r1_usf,r2_info1,r2_sf,r2_info2,r2_nor,r2_info3,r2_usf,r3_info1,r3_sf,r3_info2,r3_nor,r3_info3,r3_usf
88,A000000165055001,바이오더마 센시비오 디펜시브 리치 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016505503ko.jpg?l=ko,바이오더마,"27,000",4.6,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,61%,복합성에 좋아요,37%,지성에 좋아요,2%,보습에 좋아요,59%,진정에 좋아요,41%,주름/미백에 좋아요,0%,자극없이 순해요,74%,보통이에요,26%,자극이 느껴져요,0%
89,A000000164628001,엠브리올리스 레 크렘 센시티브 100ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016462801ko.jpg?l=ko,엠브리올리스,"37,000",4.8,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,54%,복합성에 좋아요,43%,지성에 좋아요,3%,보습에 좋아요,71%,진정에 좋아요,29%,주름/미백에 좋아요,0%,자극없이 순해요,90%,보통이에요,10%,자극이 느껴져요,0%
90,A000000164360001,유세린 하이알루론 부스팅 에센스 100ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016436005ko.jpg?l=ko,유세린,"48,000",4.7,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,38%,복합성에 좋아요,51%,지성에 좋아요,11%,보습에 좋아요,85%,진정에 좋아요,12%,주름/미백에 좋아요,3%,자극없이 순해요,81%,보통이에요,17%,자극이 느껴져요,2%
91,A000000164211001,피지오겔 레드수딩 시카밸런스 토너 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016421101ko.jpg?l=ko,피지오겔,"28,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,17%,복합성에 좋아요,59%,지성에 좋아요,24%,보습에 좋아요,30%,진정에 좋아요,70%,주름/미백에 좋아요,1%,자극없이 순해요,82%,보통이에요,18%,자극이 느껴져요,0%
92,A000000164210001,[민가든Pick] 리쥬란힐러 턴오버 앰플 듀얼 이펙트 30ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016421009ko.jpg?l=ko,리쥬란,"59,000",4.7,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,46%,복합성에 좋아요,49%,지성에 좋아요,5%,보습에 좋아요,51%,진정에 좋아요,10%,주름/미백에 좋아요,39%,자극없이 순해요,77%,보통이에요,23%,자극이 느껴져요,1%
93,A000000164206001,[피부특화 DNA성분] 리쥬란힐러 턴오버 액티브 크림 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016420602ko.jpg?l=ko,리쥬란,"49,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,39%,복합성에 좋아요,58%,지성에 좋아요,3%,보습에 좋아요,52%,진정에 좋아요,14%,주름/미백에 좋아요,34%,자극없이 순해요,64%,보통이에요,36%,자극이 느껴져요,1%
94,A000000164103001,[단독기획]에스트라 에이시카365 수분 진정 크림 60ml 기획(세럼5ml+크림10ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016410306ko.jpg?l=ko,에스트라,"30,000",4.8,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,26%,복합성에 좋아요,62%,지성에 좋아요,12%,보습에 좋아요,31%,진정에 좋아요,69%,주름/미백에 좋아요,1%,자극없이 순해요,79%,보통이에요,21%,자극이 느껴져요,1%
95,A000000163744001,[킴닥스 PICK]더마펌R4 앰플&토너 수분진정 기획세트(앰플50ml+토너100ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016374425ko.jpg?l=ko,더마펌,"33,000",4.9,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,30%,복합성에 좋아요,59%,지성에 좋아요,11%,보습에 좋아요,36%,진정에 좋아요,58%,주름/미백에 좋아요,7%,자극없이 순해요,80%,보통이에요,20%,자극이 느껴져요,1%
96,A000000163742001,[이동욱 PICK] 더마펌 모이스트 베리어 인텐시브 크림 M4 50ml(철벽보습),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016374202ko.jpg?l=ko,더마펌,"31,000",4.9,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,38%,복합성에 좋아요,56%,지성에 좋아요,6%,보습에 좋아요,80%,진정에 좋아요,18%,주름/미백에 좋아요,2%,자극없이 순해요,87%,보통이에요,13%,자극이 느껴져요,1%
97,A000000163736001,아벤느 이드랑스 에센스-인-로션 100ml 트리오,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016373604ko.jpg?l=ko,아벤느,"40,000",4.7,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,36%,복합성에 좋아요,53%,지성에 좋아요,11%,보습에 좋아요,75%,진정에 좋아요,23%,주름/미백에 좋아요,2%,자극없이 순해요,73%,보통이에요,27%,자극이 느껴져요,2%
98,A000000163735001,[이동욱 PICK] 더마펌 바이오 코렉션 앰플 세라-드롭 M4 50ml(보습장벽),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016373502ko.jpg?l=ko,더마펌,"33,000",4.9,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,33%,복합성에 좋아요,59%,지성에 좋아요,8%,보습에 좋아요,75%,진정에 좋아요,23%,주름/미백에 좋아요,2%,자극없이 순해요,87%,보통이에요,13%,자극이 느껴져요,1%
99,A000000163734001,[이동욱 PICK] 더마펌 모이스트 베리어 부스팅 토너 M4 200ml(민감보습),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016373402ko.jpg?l=ko,더마펌,"30,000",4.9,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,28%,복합성에 좋아요,64%,지성에 좋아요,8%,보습에 좋아요,63%,진정에 좋아요,35%,주름/미백에 좋아요,2%,자극없이 순해요,81%,보통이에요,19%,자극이 느껴져요,1%
100,A000000163545001,에스트라 아토베리어365 크림 기프트 세트(크림 80ml*2+로션 60ml+하이드로에센스 40ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016354501ko.jpg?l=ko,에스트라,"62,000",4.9,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,55%,복합성에 좋아요,39%,지성에 좋아요,6%,보습에 좋아요,89%,진정에 좋아요,11%,주름/미백에 좋아요,0%,자극없이 순해요,89%,보통이에요,8%,자극이 느껴져요,3%
101,A000000163399001,아벤느 똘레랑스 컨트롤 크림 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016339902ko.jpg?l=ko,아벤느,"30,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,41%,복합성에 좋아요,53%,지성에 좋아요,6%,보습에 좋아요,55%,진정에 좋아요,45%,주름/미백에 좋아요,1%,자극없이 순해요,80%,보통이에요,20%,자극이 느껴져요,1%
102,A000000163281001,눅스 윌 프로디쥬스 멀티 플로럴 오일 100ml 기획(+플로럴오일10ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016328104ko.jpg?l=ko,눅스,"49,000",4.7,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,62%,복합성에 좋아요,35%,지성에 좋아요,4%,보습에 좋아요,89%,진정에 좋아요,11%,주름/미백에 좋아요,1%,자극없이 순해요,75%,보통이에요,25%,자극이 느껴져요,0%
103,A000000163278001,눅스 윌 프로디쥬스 멀티 드라이 오일 100ml 기획(+멀티오일 10ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016327806ko.jpg?l=ko,눅스,"49,000",4.8,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,64%,복합성에 좋아요,33%,지성에 좋아요,3%,보습에 좋아요,88%,진정에 좋아요,12%,주름/미백에 좋아요,1%,자극없이 순해요,72%,보통이에요,26%,자극이 느껴져요,2%
104,A000000163275001,눅스 윌 프로디쥬스 멀티 리치 오일 100ml 기획(+리치오일 10ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016327504ko.jpg?l=ko,눅스,"55,000",4.8,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,86%,복합성에 좋아요,14%,지성에 좋아요,0%,보습에 좋아요,93%,진정에 좋아요,4%,주름/미백에 좋아요,4%,자극없이 순해요,71%,보통이에요,29%,자극이 느껴져요,0%
105,A000000162950001,에스트라 에이시카365 흔적 진정 세럼 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016295007ko.jpg?l=ko,에스트라,"38,000",4.8,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,24%,복합성에 좋아요,64%,지성에 좋아요,12%,보습에 좋아요,19%,진정에 좋아요,79%,주름/미백에 좋아요,2%,자극없이 순해요,79%,보통이에요,21%,자극이 느껴져요,1%
106,A000000162949001,에스트라 에이시카365 수분 진정 크림 60ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016294905ko.jpg?l=ko,에스트라,"30,000",4.8,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,28%,복합성에 좋아요,59%,지성에 좋아요,13%,보습에 좋아요,32%,진정에 좋아요,68%,주름/미백에 좋아요,1%,자극없이 순해요,84%,보통이에요,16%,자극이 느껴져요,1%
107,A000000162480001,라로슈포제 시카플라스트 울트라 리페어 세럼 B5 30ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016248001ko.jpg?l=ko,라로슈포제,"48,000",4.6,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,38%,복합성에 좋아요,50%,지성에 좋아요,12%,보습에 좋아요,42%,진정에 좋아요,54%,주름/미백에 좋아요,4%,자극없이 순해요,64%,보통이에요,32%,자극이 느껴져요,4%
108,A000000162460001,아벤느 클리낭스 아쿠아 크림인젤 50ml 기획(+클리낭스 클렌징 젤 100ml 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016246005ko.jpg?l=ko,아벤느,"32,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,15%,복합성에 좋아요,54%,지성에 좋아요,31%,보습에 좋아요,36%,진정에 좋아요,64%,주름/미백에 좋아요,1%,자극없이 순해요,75%,보통이에요,25%,자극이 느껴져요,1%
109,A000000162415001,셀퓨전씨 약산성 패리어 수분 크림 80ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016241503ko.jpg?l=ko,셀퓨전씨,"36,000",4.8,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,43%,복합성에 좋아요,46%,지성에 좋아요,11%,보습에 좋아요,76%,진정에 좋아요,22%,주름/미백에 좋아요,2%,자극없이 순해요,93%,보통이에요,7%,자극이 느껴져요,1%
110,A000000162356001,[추가증정]닥터디퍼런트 시카 메탈 크림 50g 기획 세트(본품+20g+패드6ea),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016235608ko.jpg?l=ko,닥터디퍼런트,"45,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,28%,복합성에 좋아요,63%,지성에 좋아요,9%,보습에 좋아요,31%,진정에 좋아요,69%,주름/미백에 좋아요,0%,자극없이 순해요,78%,보통이에요,22%,자극이 느껴져요,1%
111,A000000161960001,눅스 윌 프로디쥬스 멀티 네롤리 오일 100ml 기획(+우드 괄사),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016196017ko.jpg?l=ko,눅스,"49,000",4.7,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,49%,복합성에 좋아요,46%,지성에 좋아요,5%,보습에 좋아요,86%,진정에 좋아요,14%,주름/미백에 좋아요,1%,자극없이 순해요,75%,보통이에요,25%,자극이 느껴져요,1%
112,A000000161883001,오가나셀 뉴 펩타이드 리커버리 크림 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016188302ko.jpg?l=ko,오가나셀,"38,000",4.8,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,50%,복합성에 좋아요,44%,지성에 좋아요,6%,보습에 좋아요,56%,진정에 좋아요,44%,주름/미백에 좋아요,0%,자극없이 순해요,91%,보통이에요,9%,자극이 느껴져요,0%
113,A000000161882001,오가나셀 바이오 액티옴 리커버리 크림 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016188202ko.jpg?l=ko,오가나셀,"45,000",5.0,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,40%,복합성에 좋아요,52%,지성에 좋아요,8%,보습에 좋아요,40%,진정에 좋아요,36%,주름/미백에 좋아요,24%,자극없이 순해요,92%,보통이에요,8%,자극이 느껴져요,0%
114,A000000161805001,라로슈포제 똘러리앙 덤알레르고 크림 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016180501ko.jpg?l=ko,라로슈포제,"29,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,45%,복합성에 좋아요,49%,지성에 좋아요,6%,보습에 좋아요,66%,진정에 좋아요,34%,주름/미백에 좋아요,1%,자극없이 순해요,78%,보통이에요,20%,자극이 느껴져요,2%
115,A000000161804001,라로슈포제 똘러리앙 덤알레르고 플루이드 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016180401ko.jpg?l=ko,라로슈포제,"29,000",4.6,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,29%,복합성에 좋아요,57%,지성에 좋아요,14%,보습에 좋아요,50%,진정에 좋아요,50%,주름/미백에 좋아요,0%,자극없이 순해요,86%,보통이에요,14%,자극이 느껴져요,0%
116,A000000161722001,센텔리안24 마데카 링클 캡처스틱 10g,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016172201ko.jpg?l=ko,센텔리안24,"32,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,65%,복합성에 좋아요,35%,지성에 좋아요,1%,보습에 좋아요,45%,진정에 좋아요,11%,주름/미백에 좋아요,44%,자극없이 순해요,68%,보통이에요,32%,자극이 느껴져요,1%
117,A000000161719001,[단독기획]센텔리안24 마데카 멜라 캡처 스틱 듀오 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016171901ko.jpg?l=ko,센텔리안24,"59,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,51%,복합성에 좋아요,47%,지성에 좋아요,3%,보습에 좋아요,44%,진정에 좋아요,13%,주름/미백에 좋아요,43%,자극없이 순해요,69%,보통이에요,31%,자극이 느껴져요,0%
118,A000000161718001,[단독기획]센텔리안24 더 마데카 크림 50ml 기획(15ml*2ea추가증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016171803ko.jpg?l=ko,센텔리안24,"35,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,46%,복합성에 좋아요,50%,지성에 좋아요,4%,보습에 좋아요,55%,진정에 좋아요,28%,주름/미백에 좋아요,17%,자극없이 순해요,69%,보통이에요,29%,자극이 느껴져요,2%
119,A000000161444001,유리아쥬 제모스끄렘 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016144405ko.jpg?l=ko,유리아쥬,"32,000",4.6,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,63%,복합성에 좋아요,29%,지성에 좋아요,8%,보습에 좋아요,83%,진정에 좋아요,17%,주름/미백에 좋아요,0%,자극없이 순해요,75%,보통이에요,25%,자극이 느껴져요,0%
120,A000000161319001,유세린 하이알루론 미스트 스프레이 150ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016131902ko.jpg?l=ko,유세린,"19,000",4.6,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,63%,복합성에 좋아요,34%,지성에 좋아요,3%,보습에 좋아요,63%,진정에 좋아요,32%,주름/미백에 좋아요,5%,자극없이 순해요,74%,보통이에요,26%,자극이 느껴져요,0%
121,A000000161314001,유세린 더머토 클린 클래리파잉 토너 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016131403ko.jpg?l=ko,유세린,"26,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,37%,복합성에 좋아요,57%,지성에 좋아요,7%,보습에 좋아요,40%,진정에 좋아요,57%,주름/미백에 좋아요,3%,자극없이 순해요,83%,보통이에요,17%,자극이 느껴져요,0%
122,A000000161313001,유세린 하이알루론 어드벤스드 AOX 에센스 30ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016131302ko.jpg?l=ko,유세린,"48,000",4.7,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,27%,복합성에 좋아요,65%,지성에 좋아요,8%,보습에 좋아요,32%,진정에 좋아요,24%,주름/미백에 좋아요,44%,자극없이 순해요,33%,보통이에요,36%,자극이 느껴져요,31%
123,A000000160790001,[한정기획]아벤느 트릭세라 뉴트리-플루이드 로션 1+1 기획 (200ml +100ml+100ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016079008ko.jpg?l=ko,아벤느,"33,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,50%,복합성에 좋아요,46%,지성에 좋아요,4%,보습에 좋아요,84%,진정에 좋아요,16%,주름/미백에 좋아요,1%,자극없이 순해요,72%,보통이에요,25%,자극이 느껴져요,3%
124,A000000160724001,[선물추천]센텔리안24 마데카 스페셜 기프트 세트(크림 50ml+15ml+앰플 7ml*2ea),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016072401ko.jpg?l=ko,센텔리안24,"57,000",4.8,더모 코스메틱,스킨케어,스킨케어 세트,None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
125,A000000160470001,라로슈포제 히알루 B5 세럼 기획 (세럼 30ml+1.5ml+똘러리앙로션15ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016047003ko.jpg?l=ko,라로슈포제,"52,000",4.7,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,51%,복합성에 좋아요,44%,지성에 좋아요,5%,보습에 좋아요,65%,진정에 좋아요,28%,주름/미백에 좋아요,7%,자극없이 순해요,74%,보통이에요,24%,자극이 느껴져요,2%
126,A000000159921001,라로슈포제 시카플라스트 로션 B5 판테놀 시카에센스 토너 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015992102ko.jpg?l=ko,라로슈포제,"32,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,34%,복합성에 좋아요,58%,지성에 좋아요,8%,보습에 좋아요,47%,진정에 좋아요,53%,주름/미백에 좋아요,1%,자극없이 순해요,76%,보통이에요,22%,자극이 느껴져요,2%
127,A000000159901001,눅스 레브드미엘 울트라 컴포팅 베리어 크림 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015990106ko.jpg?l=ko,눅스,"39,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,33%,복합성에 좋아요,67%,지성에 좋아요,0%,보습에 좋아요,73%,진정에 좋아요,27%,주름/미백에 좋아요,0%,자극없이 순해요,67%,보통이에요,33%,자극이 느껴져요,0%
128,A000000159468001,[채수빈pick]닥터디퍼런트 씨이큐 안티옥시던트 세럼 15ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015946804ko.jpg?l=ko,닥터디퍼런트,"42,000",4.6,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,46%,복합성에 좋아요,51%,지성에 좋아요,3%,보습에 좋아요,18%,진정에 좋아요,6%,주름/미백에 좋아요,76%,자극없이 순해요,46%,보통이에요,35%,자극이 느껴져요,19%
129,A000000159467001,[채수빈pick]닥터디퍼런트 씨이큐 안티옥시던트 세럼 15ml 2개입,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015946704ko.jpg?l=ko,닥터디퍼런트,"80,000",4.6,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,27%,복합성에 좋아요,64%,지성에 좋아요,9%,보습에 좋아요,14%,진정에 좋아요,5%,주름/미백에 좋아요,82%,자극없이 순해요,18%,보통이에요,59%,자극이 느껴져요,23%
130,A000000158630001,눅스 윌 프로디쥬스 멀티 드라이 오일 (본품50ml+핸드앤네일크림15ml 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015863009ko.jpg?l=ko,눅스,"32,000",4.7,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,62%,복합성에 좋아요,36%,지성에 좋아요,2%,보습에 좋아요,86%,진정에 좋아요,12%,주름/미백에 좋아요,2%,자극없이 순해요,71%,보통이에요,29%,자극이 느껴져요,1%
131,A000000157648001,[세븐틴 버논PICK] 바이오더마 시카비오 데이 리페어 크림 30ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015764809ko.jpg?l=ko,바이오더마,"30,000",4.4,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,49%,복합성에 좋아요,48%,지성에 좋아요,4%,보습에 좋아요,54%,진정에 좋아요,43%,주름/미백에 좋아요,3%,자극없이 순해요,62%,보통이에요,38%,자극이 느껴져요,1%
132,A000000157294001,유리아쥬 제모스 토너 (본품500ml+250ml 추가 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015729414ko.jpg?l=ko,유리아쥬,"38,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,65%,복합성에 좋아요,29%,지성에 좋아요,6%,보습에 좋아요,81%,진정에 좋아요,19%,주름/미백에 좋아요,0%,자극없이 순해요,82%,보통이에요,18%,자극이 느껴져요,0%
133,A000000157285001,[단독기획] 센텔리안24 링클셀 코어 아이크림 더블 기획 (세럼10mlx2ea증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015728502ko.jpg?l=ko,센텔리안24,"57,000",4.7,더모 코스메틱,스킨케어,아이크림,피부타입,피부고민,자극도,건성에 좋아요,41%,복합성에 좋아요,56%,지성에 좋아요,3%,보습에 좋아요,39%,진정에 좋아요,16%,주름/미백에 좋아요,45%,자극없이 순해요,65%,보통이에요,35%,자극이 느껴져요,1%
134,A000000156842001,[한정기획/세븐틴 디노PICK] 바이오더마 하이드라비오 에센스로션 200ml(화장솜 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015684226ko.jpg?l=ko,바이오더마,"33,000",4.8,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,36%,복합성에 좋아요,54%,지성에 좋아요,10%,보습에 좋아요,73%,진정에 좋아요,24%,주름/미백에 좋아요,3%,자극없이 순해요,75%,보통이에요,25%,자극이 느껴져요,2%
135,A000000156684001,센텔리안24 마데카 릴리프 크림 (본품80ml+15ml 추가 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015668401ko.jpg?l=ko,센텔리안24,"32,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,18%,복합성에 좋아요,59%,지성에 좋아요,23%,보습에 좋아요,22%,진정에 좋아요,71%,주름/미백에 좋아요,7%,자극없이 순해요,76%,보통이에요,24%,자극이 느껴져요,0%
136,A000000156683001,센텔리안24 마데카 릴리프 로션 (본품150ml+60ml 추가 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015668301ko.jpg?l=ko,센텔리안24,"28,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,27%,복합성에 좋아요,68%,지성에 좋아요,5%,보습에 좋아요,51%,진정에 좋아요,44%,주름/미백에 좋아요,5%,자극없이 순해요,71%,보통이에요,27%,자극이 느껴져요,2%
137,A000000156680001,센텔리안24 마데카 릴리프 토너 300ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015668001ko.jpg?l=ko,센텔리안24,"27,000",4.7,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,25%,복합성에 좋아요,67%,지성에 좋아요,8%,보습에 좋아요,36%,진정에 좋아요,54%,주름/미백에 좋아요,10%,자극없이 순해요,63%,보통이에요,37%,자극이 느껴져요,0%
138,A000000156521001,유리아쥬 배리어덤 시카 데일리 젤크림 40ml (시카 토너 50ml 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015652135ko.jpg?l=ko,유리아쥬,"26,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,16%,복합성에 좋아요,66%,지성에 좋아요,18%,보습에 좋아요,24%,진정에 좋아요,76%,주름/미백에 좋아요,1%,자극없이 순해요,80%,보통이에요,20%,자극이 느껴져요,1%
139,A000000156512001,[킴닥스 PICK] 더마펌 울트라 수딩 토너 R4 200ml (수분진정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015651224ko.jpg?l=ko,더마펌,"30,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,27%,복합성에 좋아요,63%,지성에 좋아요,10%,보습에 좋아요,31%,진정에 좋아요,65%,주름/미백에 좋아요,4%,자극없이 순해요,87%,보통이에요,13%,자극이 느껴져요,1%
140,A000000156511001,[킴닥스 PICK]더마펌 바이오 코렉션 앰플 콜라겐 R4 50ml (탄력진정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015651128ko.jpg?l=ko,더마펌,"33,000",4.9,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,30%,복합성에 좋아요,60%,지성에 좋아요,10%,보습에 좋아요,34%,진정에 좋아요,48%,주름/미백에 좋아요,18%,자극없이 순해요,89%,보통이에요,11%,자극이 느껴져요,1%
